Job_Title,Category,Domain,Job_Description,Skills,Keywords,Domain_Signals,Sample_Resume
Paramedic,Paramedic,Healthcare Technology,"Deliver pre-hospital emergency care including BLS/ACLS interventions, ECG interpretation, triage, pharmacological administration, and accurate EMR documentation.",emergency care pre-hospital medicine bls acls pharmacology ecg interpretation patient assessment triage documentation emr trauma care,"emergency care,pre-hospital medicine,bls,acls,pharmacology,ecg interpretation,patient assessment,triage,emr,trauma care","emergency care,bls,acls,ecg interpretation,triage,trauma care,pre-hospital medicine","Paramedic with pre-hospital emergency care, BLS/ACLS, ECG interpretation, triage, trauma management, and EMR documentation expertise."
Emergency Medical Technician,Emergency Medical Technician,Healthcare Technology,"Provide emergency medical care, perform BLS interventions, assess patients, manage triage, administer CPR/defibrillation, and document care accurately.",emergency medical care bls patient assessment triage vital signs documentation patient transport first aid cpr defibrillation,"emergency medical care,bls,patient assessment,triage,vital signs,first aid,cpr,defibrillation","emergency medical care,bls,triage,cpr,defibrillation,patient assessment","EMT with BLS, emergency patient assessment, triage, CPR, defibrillation, and medical documentation expertise."
Hospital Administrator,Hospital Administrator,Healthcare Technology,"Oversee hospital operations, manage budgets, ensure JCI accreditation compliance, drive EMR adoption, and improve patient experience through analytics.",healthcare management hospital operations budgeting staff management regulatory compliance jci accreditation emr healthcare analytics patient experience,"healthcare management,hospital operations,budgeting,staff management,regulatory compliance,jci accreditation,emr,healthcare analytics,patient experience","healthcare management,hospital operations,jci accreditation,emr,healthcare analytics,regulatory compliance","Hospital Administrator with healthcare management, hospital operations, budgeting, JCI compliance, EMR, and healthcare analytics expertise."
Epidemiologist,Epidemiologist,Healthcare Technology,"Conduct disease surveillance, design epidemiological studies, analyse public health data with R/Stata, build disease models, and report to WHO/CDC frameworks.",epidemiology biostatistics r stata clinical trials cohort study systematic review meta analysis surveillance,"epidemiology,biostatistics,r,stata,sas,clinical trials,cohort study,case control,systematic review,meta analysis,surveillance,who","epidemiology,surveillance,disease modelling,r,stata,public health,clinical trials,study design","Epidemiologist with disease surveillance, study design, disease modelling, R/Python/Stata, public health analytics, and WHO/CDC reporting expertise."
Veterinarian,Veterinarian,Healthcare Technology,"Diagnose and treat animal illnesses and injuries. Perform surgery and anaesthesia, interpret lab/radiology results, prescribe medications, and maintain accurate patient records.",veterinary dvm diagnosis treatment surgery anesthesia emergency radiology laboratory pharmacology,"veterinary,dvm,diagnosis,treatment,surgery,anesthesia,emergency,radiology,laboratory,pharmacology,patient records","veterinary medicine,animal surgery,diagnostics,pharmacology,radiology,anaesthesia","Veterinarian with veterinary medicine, animal surgery, diagnostics, pharmacology, radiology, anaesthesia, and patient record management expertise."
Chief Executive Officer,Chief Executive Officer,Executive Leadership,"Lead organisational strategy, manage P&L, engage with board and investors, drive M&A activity, and execute digital transformation programmes.",strategic leadership p&l management board governance m&a fundraising organisational development stakeholder management corporate strategy digital transformation,"strategic leadership,p&l management,board governance,m&a,fundraising,stakeholder management,corporate strategy,digital transformation","strategic leadership,p&l management,board governance,m&a,fundraising,corporate strategy","CEO with strategic leadership, P&L management, board governance, M&A, fundraising, corporate strategy, and digital transformation expertise."
Chief Financial Officer,Chief Financial Officer,Finance & Banking,"Lead financial strategy, manage P&L and treasury, oversee financial reporting, coordinate M&A due diligence, and manage investor relations.",financial strategy p&l management financial reporting treasury risk management m&a fundraising investor relations erp sap oracle budgeting forecasting,"financial strategy,p&l,financial reporting,treasury,risk management,m&a,investor relations,erp,sap,oracle,budgeting,forecasting","financial strategy,p&l,treasury,risk management,m&a,investor relations,erp,budgeting","CFO with financial strategy, P&L management, treasury, risk management, M&A, investor relations, and ERP/SAP expertise."
Chief Operating Officer,Chief Operating Officer,General,chief operating officer skills experience responsibilities and industry knowledge,coo operations strategy execution cross functional leadership kpi budget board process efficiency scaling,"coo,operations,strategy,execution,cross functional,leadership,kpi,budget,board,investor,process,efficiency,scaling",,experienced professional with skills in chief operating officer related tools technologies and responsibilities
Operations Manager,Operations Manager,General,operations manager skills experience responsibilities and industry knowledge,operations management lean six sigma kaizen kpi budget erp sap quality process improvement,"operations management,lean,six sigma,kaizen,kpi,budget,vendor management,workforce management,erp,sap,quality,iso,process improvement",,experienced professional with skills in operations manager related tools technologies and responsibilities
Project Manager,Project Manager,Agile & Project Management,"Manage end-to-end project delivery using Agile and waterfall methodologies. Define scope, manage budgets and resources, mitigate risks, and report to senior stakeholders.",pmp agile scrum waterfall risk management budget stakeholder management jira gantt milestone,"pmp,agile,scrum,waterfall,risk management,budget,stakeholder management,jira,ms project,gantt,milestone,resource management,change management","project management, pmp, prince2, waterfall, agile, scrum, kanban, jira, ms project, smartsheet, asana, trello, budget management, risk management, stakeholder management, change management, milestone, gantt, resource management","Project Manager with Agile/Waterfall, PMP/PRINCE2, risk management, stakeholder management, Jira, MS Project, and budget/resource planning expertise."
Product Manager,Product Manager,Product Management,"Own the product roadmap, prioritise backlog with OKRs, conduct user research, analyse metrics, and drive go-to-market strategies.",product strategy roadmap user stories backlog okr kpi a/b testing go-to-market agile prd figma sql,"product strategy,roadmap,user stories,backlog,okr,kpi,a/b testing,product analytics,go-to-market,agile,scrum,stakeholder management,prd,figma,amplitude,mixpanel,sql","product management, product strategy, product roadmap, product vision, user stories, backlog, prioritization, okr, kpi, north star metric, go-to-market, gtm, product led growth, plg, product analytics, a/b testing, feature flags, product requirements, prd, sprint, agile, scrum, kanban, jira, confluence, notion, roadmap","Product Manager with product roadmaps, OKRs, Agile/Scrum, user research, A/B testing, Jira, and data-driven go-to-market expertise."
Business Analyst,Business Analyst,Analytics & Consulting,"Gather and document business requirements, model processes, analyse data with SQL, facilitate stakeholder workshops, and translate needs into agile user stories.",requirements gathering uml bpmn use cases gap analysis sql tableau power bi stakeholder management uat,"requirements gathering,uml,bpmn,use cases,gap analysis,user stories,acceptance criteria,sql,tableau,power bi,stakeholder management,uat","google analytics, ga4, mixpanel, amplitude, segment, tableau, power bi, looker, metabase, superset, excel, google sheets, sql, kpi, dashboard, reporting, cohort analysis, funnel analysis, retention, churn analysis, a/b testing, attribution, cac, ltv, mrr, arr, nps, csat","Business Analyst with requirements gathering, process modelling, SQL, UML, stakeholder management, Agile/Jira, and gap analysis expertise."
